Option,Statement,Location,True'Branch,No.,False'Branch
max_allowed_packet, if (tmp_value.length() > current_thd->variables.max_allowed_packet),sql/item_strfunc.cc:605,sql/item_strfunc.cc:606,287,sql/item_strfunc.cc:610
max_allowed_packet,if (new_size > current_thd->variables.max_allowed_packet) ,sql/item_strfunc.cc:011,sql/item_strfunc.cc:012,288,sql/item_strfunc.cc:018
max_allowed_packet, if (str_value.length() + length > current_thd->variables.max_allowed_packet),sql/item.cc:793,sql/item.cc:794,289,sql/item.cc:802
max_allowed_packet:et_buffer_length,"if (global_system_variables.net_buffer_length >
      global_system_variables.max_allowed_packet) ",sql/mysqld.cc:10236,sql/mysqld.cc:10237,290,sql/mysqld.cc:10247
max_allowed_packet, if (mysql->options.max_allowed_packet),sql-common/client.cc:6201,sql-common/client.cc:6202,291,sql-common/client.cc:6204
innodb_cmp_per_index_enabled,if (!srv_cmp_per_index_enabled && *(bool *)save) ,storage/innobase/handler/ha_innodb.cc:19875,storage/innobase/handler/ha_innodb.cc:19876,292,storage/innobase/handler/ha_innodb.cc:19879
innodb_cmp_per_index_enabled,if (cmp_per_index_enabled),storage/innobase/page/page0zip.cc:1037,storage/innobase/page/page0zip.cc:1038,293,storage/innobase/page/page0zip.cc:1044
innodb_cmp_per_index_enabled,if (cmp_per_index_enabled) ,storage/innobase/page/page0zip.cc:1184,storage/innobase/page/page0zip.cc:1185,294,storage/innobase/page/page0zip.cc:1190
innodb_cmp_per_index_enabled,if (cmp_per_index_enabled),storage/innobase/page/page0zip.cc:1253,storage/innobase/page/page0zip.cc:1254,295,storage/innobase/page/page0zip.cc:1253
innodb_cmp_per_index_enabled,if (srv_cmp_per_index_enabled),storage/innobase/page/page0zip.cc:1294,storage/innobase/page/page0zip.cc:1295,296,storage/innobase/page/page0zip.cc:1294
innodb_commit_concurrency, if (commit_threads <= innobase_commit_concurrency),storage/innobase/handler/ha_innodb.cc:5378,storage/innobase/handler/ha_innodb.cc:5379,297,storage/innobase/handler/ha_innodb.cc:5385
innodb_commit_concurrency,if (innobase_commit_concurrency > 0),storage/innobase/handler/ha_innodb.cc:5423,storage/innobase/handler/ha_innodb.cc:5424,298,storage/innobase/handler/ha_innodb.cc:5435
max_error_count," if (m_allow_unlimited_conditions ||
      m_conditions_list.elements() < thd->variables.max_error_count) ",sql/sql_error.cc:599,sql/sql_error.cc:601,299,sql/sql_error.cc:606
net_buffer_length,"if (mysql_options(nullptr, MYSQL_OPT_MAX_ALLOWED_PACKET,&opt_max_allowed_packet) ||mysql_options(nullptr, MYSQL_OPT_NET_BUFFER_LENGTH,&opt_net_buffer_length))",client/mysqldump.cc:994,client/mysqldump.cc:998,300,
net_buffer_length, if (total_length + row_length < opt_net_buffer_length),client/mysqldump.cc:3993,client/mysqldump.cc:3994,301,client/mysqldump.cc:3998
net_buffer_length,if (thd->get_protocol_classic()->get_output_packet()->alloc(thd->variables.net_buffer_length)),sql/sql_connect.cc:629,sql/sql_connect.cc:642,302,sql/sql_connect.cc:646
sort_buffer_size,"if (check_if_pq_applicable(trace, param, fs_info, num_rows_estimate,memory_available))",sql/filesort.cc:466,sql/filesort.cc:475,303,sql/filesort.cc:495
sort_buffer_size,"if (!(*tempfile++ = new (thd->mem_root)
 Unique(refpos_order_cmp, (void *)table->file,
table->file->ref_length, thd->variables.sortbuff_size)))",sql/sql_delete.cc:971,sql/sql_delete.cc:974,304,sql/sql_delete.cc:975
sort_buffer_size,  if ((memavl - sizeof(BUFFPEK)) / (sort_length + sizeof(char *)) > UINT_MAX32),storage/myisam/sort.cc:141,storage/myisam/sort.cc:142,305,storage/myisam/sort.cc:145
max_user_connections,"if (global_system_variables.max_user_connections &&
!uc->user_resources.user_conn &&
global_system_variables.max_user_connections < (uint)uc->connections &&
!thd->is_admin_connection())",sql/sql_connect.cc:186,sql/sql_connect.cc:190,306,sql/sql_connect.cc:195
max_user_connections, if (m_table->s->fields >= m_table_schema->max_user_connections_idx()),sql/auth/acl_table_user.cc:1526,sql/auth/acl_table_user.cc:1527,307,
max_user_connections," if ((uc = thd->get_user_connect()) &&
        (uc->user_resources.conn_per_hour || uc->user_resources.user_conn ||
         global_system_variables.max_user_connections) &&
        check_for_max_user_connections(thd, uc)) ",sql/auth/sql_authentication.cc:3613,sql/auth/sql_authentication.cc:3617,308,sql/auth/sql_authentication.cc:3620
"back_log,max_connections",if (back_log == 0 && (back_log = max_connections) > 65535) ,sql/mysqld.cc:4735,sql/mysqld.cc:4735,309,sql/mysqld.cc:4737
bulk_insert_buffer_size, if (num_keys == 0 || num_keys * MI_MIN_SIZE_BULK_INSERT_TREE > cache_size),storage/myisam/mi_write.cc:887,storage/myisam/mi_write.cc:888,310,storage/myisam/mi_write.cc:890
bulk_insert_buffer_size,if (rows && rows * total_keylength < cache_size),storage/myisam/mi_write.cc:890,storage/myisam/mi_write.cc:891,311,storage/myisam/mi_write.cc:893
check_proxy_users,if (!find_any) ,sql/auth/sql_auth_cache.cc:1209,sql/auth/sql_auth_cache.cc:1213,312,sql/auth/sql_auth_cache.cc:1218
check_proxy_users,"if ((!check_proxy_users) && acl_user &&
        !*mpvio.auth_info.authenticated_as) ",sql/auth/sql_authentication.cc:3361,sql/auth/sql_authentication.cc:3366,313,sql/auth/sql_authentication.cc:3375
concurrent_insert,if (using_concurrent_insert),mysys/thr_lock.cc:702,mysys/thr_lock.cc:707,314,mysys/thr_lock.cc:716
concurrent_insert, if (myisam_concurrent_insert) ,storage/myisam/mi_open.cc:510,storage/myisam/mi_open.cc:511,315,storage/myisam/mi_open.cc:527
concurrent_insert,if (share->concurrent_insert),storage/myisam/ft_boolean_search.cc:444,storage/myisam/ft_boolean_search.cc:445,316,storage/myisam/ft_boolean_search.cc:446
concurrent_insert,if (share->concurrent_insert),storage/myisam/ft_nlq_search.cc:135,storage/myisam/ft_nlq_search.cc:136,317,storage/myisam/ft_nlq_search.cc:137
concurrent_insert,if (share->concurrent_insert),storage/myisam/ft_nlq_search.cc:181,storage/myisam/ft_nlq_search.cc:182,318,storage/myisam/ft_nlq_search.cc:184
concurrent_insert,if (info->s->concurrent_insert) ,storage/myisam/mi_dynrec.cc:172,storage/myisam/mi_dynrec.cc:172,319,storage/myisam/mi_dynrec.cc:181
event_scheduler, if (opt_event_scheduler == EVENTS_DISABLED),sql/events.cc:1091,sql/events.cc:1092,320,sql/events.cc:1094
explain_format,if (explain_thd->lex->explain_format->is_tree()) ,sql/opt_explain.cc:1827,sql/opt_explain.cc:1829,321,sql/opt_explain.cc:1843
explain_format, if (lex->explain_format->is_tree()),sql/opt_explain.cc:2152,sql/opt_explain.cc:2153,322,sql/opt_explain.cc:2186
explain_format, switch (m_format),sql/parse_tree_nodes.cc:3084,,323,
explain_format,if (lex->explain_format == nullptr),sql/parse_tree_nodes.cc:3102,sql/parse_tree_nodes.cc:3102,324,sql/parse_tree_nodes.cc:3104
explain_format,if (fmt->begin_context(CTX_UNION)),sql/sql_union.cc:1019,sql/sql_union.cc:1019,325,
flush, if (flush) ,storage/innobase/os/os0file.cc:5530,storage/innobase/os/os0file.cc:5531,326,storage/innobase/os/os0file.cc:5534
flush,if (flush && os_fsync_threshold != 0),storage/innobase/os/os0file.cc:5611,storage/innobase/os/os0file.cc:5612,327,storage/innobase/os/os0file.cc:5629
flush,if (flush),storage/innobase/os/os0file.cc:5644,storage/innobase/os/os0file.cc:5645,328,storage/innobase/os/os0file.cc:5648
flush,if (flush) ,storage/innobase/fil/fil0fil.cc:5295,storage/innobase/fil/fil0fil.cc:5296,329,
flush,if (!flush) ,storage/innobase/buf/buf0lru.cc:499,storage/innobase/buf/buf0lru.cc:500,330,storage/innobase/buf/buf0lru.cc:509
flush,if (flush) ,storage/innobase/buf/buf0lru.cc:599,storage/innobase/buf/buf0lru.cc:604,331,storage/innobase/buf/buf0lru.cc:606
flush,if (flush),storage/innobase/buf/buf0lru.cc:624,storage/innobase/buf/buf0lru.cc:625,332,storage/innobase/buf/buf0lru.cc:629
flush, if (flush) ,storage/innobase/buf/buf0flu.cc:304,storage/innobase/buf/buf0flu.cc:307,333,storage/innobase/buf/buf0flu.cc:372
flush, if (flush) ,storage/innobase/arch/arch0log.cc:58,storage/innobase/arch/arch0log.cc:59,334,
flush_time,if (flush_time) ,sql/sql_manager.cc:7,sql/sql_manager.cc:8,335,sql/sql_manager.cc:5
flush_time,if (flush_time && flush_time != ~(ulong)0L) ,sql/sql_manager.cc:09,sql/sql_manager.cc:10,336,
"ft_min_word_len,ft_max_word_len","if (((length >= ft_min_word_len &&
!is_stopword((char *)word->pos, word->len)) ||param->trunc) &&length < ft_max_word_len) ",storage/myisam/ft_parser.cc:89,storage/myisam/ft_parser.cc:93,337,storage/myisam/ft_parser.cc:99
"ft_min_word_len,ft_max_word_len","if (skip_stopwords == false ||
        (length >= ft_min_word_len && length < ft_max_word_len &&
         !is_stopword((char *)word->pos, word->len)))",storage/myisam/ft_parser.cc:43,storage/myisam/ft_parser.cc:45,338,storage/myisam/ft_parser.cc:49
"log_output,slow_query_log"," if ((options & REFRESH_SLOW_LOG) && opt_slow_log &&
      (log_output_options & LOG_FILE))",sql/sql_reload.cc:201,sql/sql_reload.cc:203,339,
slow_query_log, if (thd->enable_slow_log && opt_slow_log) ,sql/log.cc:1614,sql/log.cc:1615,340,sql/log.cc:1628
slow_query_log, if (opt_slow_log && query_logger.reopen_log_file(QUERY_LOG_SLOW)),sql/mysqld.cc:6235,sql/mysqld.cc:6236,341,
slow_query_log,"  if ((opt_log_slow_admin_statements || opt_log_queries_not_using_indexes ||
       opt_log_slow_slave_statements) &&
      !opt_slow_log)",sql/mysqld.cc:10230,sql/mysqld.cc:10233,342,
"slow_query_log,general_log","if ((thd->sp_runtime_ctx == nullptr) &&
      (general || opt_slow_log || opt_bin_log)) ",,,343,
generated_random_password_length,if (length > 255),sql/auth/sql_user.cc:918,sql/auth/sql_user.cc:918,344,
group_concat_max_len,if (result->length() > item->group_concat_max_len),sql/item_sum.cc:4100,sql/item_sum.cc:4101,345,sql/item_sum.cc:4126
group_concat_max_len,if (group_concat_max_len < thd->variables.group_concat_max_len) {,sql/item_sum.cc:4445,sql/item_sum.cc:4451,346,sql/item_sum.cc:4456
group_concat_max_len,if (length > max_length),sql/field.cc:6950,sql/field.cc:6951,347,sql/field.cc:6956
group_concat_max_len, if (max_characters > CONVERT_IF_BIGGER_TO_BLOB 512),sql/item_sum.cc:4297,sql/item_sum.cc:4298,348,sql/item_sum.cc:4302
host_cache_size, if (table_def_init() | hostname_cache_init(host_cache_size)),sql/mysqld.cc:5598,sql/mysqld.cc:5599,349,
"host_cache_size,max_connections","if (!host_cache_size_specified &&
(host_cache_size = 128 + max_connections) > 628 &&(host_cache_size = 628 + ((max_connections - 500) / 20)) > 2000)",sql/mysqld.cc:4729,sql/mysqld.cc:4732,350,
keep_files_on_create, if (thd->variables.keep_files_on_create),sql/sql_table.cc:8724,sql/sql_table.cc:8725,351,
key_cache_block_size,if (block_length > keycache->key_cache_block_size || offset),mysys/mf_keycache.cc:2171,mysys/mf_keycache.cc:2172,352,
key_cache_block_size,"if (!(block->status & BLOCK_ERROR) &&
          ((page_st == PAGE_TO_BE_READ &&
            (offset || read_length < keycache->key_cache_block_size)) ||
           (page_st == PAGE_WAIT_TO_BE_READ))) ",mysys/mf_keycache.cc:2637,mysys/mf_keycache.cc:2641,353,
key_cache_block_size,"if ((block->status & BLOCK_CHANGED) &&
            (!offset && read_length >= keycache->key_cache_block_size))",mysys/mf_keycache.cc:2711,mysys/mf_keycache.cc:2712,354,mysys/mf_keycache.cc:2714
local_infile,if (using_opt_local_infile),client/mysql.cc:4627,client/mysql.cc:4628,355,
local_infile,if (!(options->local_infile_init && options->local_infile_read &&options->local_infile_end && options->local_infile_error)),libmysql/libmysql.cc:432,libmysql/libmysql.cc:435,356,
local_infile," if ((*options->local_infile_init)(&li_ptr, net_filename,
                                    options->local_infile_userdata))",libmysql/libmysql.cc:447,libmysql/libmysql.cc:448,357,libmysql/libmysql.cc:460
local_infile,"if (!thd->get_protocol()->has_client_capability(CLIENT_LOCAL_FILES) ||
        !opt_local_infile)",sql/sql_load.cc:2118,sql/sql_load.cc:2119,358,sql/sql_load.cc:2124
"log_slow_admin_statements,log_queries_not_using_indexes,slow_query_log","if ((opt_log_slow_admin_statements || opt_log_queries_not_using_indexes ||
       opt_log_slow_slave_statements) &&
      !opt_slow_log)",sql/mysqld.cc:10230,sql/mysqld.cc:10233,359,
log_raw,  if (opt_general_log_raw || thd->rewritten_query().length() == 0),sql/log_event.cc:4930,sql/log_event.cc:4931,360,sql/log_event.cc:4934
log_raw, if (opt_general_log_raw),sql/sql_parse.cc:1810,sql/sql_parse.cc:1811,361,
log_raw,if (!(opt_general_log_raw || thd->slave_thread)) ,sql/sql_parse.cc:4928,sql/sql_parse.cc:4929,362,
log_slow_extra,if (opt_log_slow_extra) ,/sql/log_event.cc:4928,/sql/log_event.cc:4929,363,
log_slow_extra,if (opt_log_slow_extra) ,sql/sql_parse.cc:1532,sql/sql_parse.cc:1533,364,
log_syslog,if (log_syslog_enabled) ,components/logging/log_sink_syseventlog.cc:188,components/logging/log_sink_syseventlog.cc:189,365,components/logging/log_sink_syseventlog.cc:194
log_syslog,if (log_syslog_enabled) ,components/logging/log_sink_syseventlog.cc:211,components/logging/log_sink_syseventlog.cc:211,366,components/logging/log_sink_syseventlog.cc:213
log_syslog, if (!log_syslog_enabled),components/logging/log_sink_syseventlog.cc:744,components/logging/log_sink_syseventlog.cc:744,367,components/logging/log_sink_syseventlog.cc:746
low_priority_updates, if (global_system_variables.low_priority_updates),sql/mysqld.cc:10255,sql/mysqld.cc:10256,368,
low_priority_updates,"if (thd->variables.low_priority_updates &&
             mdl_request->type == MDL_SHARED_WRITE &&
             (table_list->lock_descriptor().type == TL_WRITE_DEFAULT ||
              table_list->lock_descriptor().type ==
                  TL_WRITE_CONCURRENT_DEFAULT)) ",sql/sql_base.cc:2601,sql/sql_base.cc:2614,369,
lower_case_table_names,if (lower_case_table_names == 2),sql/dd_sql_view.cc:285,sql/dd_sql_view.cc:286,370,
lower_case_table_names,if (lower_case_table_names == 2),sql/events.cc:1152,sql/events.cc:1154,371,
lower_case_table_names,if (lower_case_table_names == 2) ,sql/events.cc:711,sql/events.cc:712,372,
lower_case_table_names,if (lower_case_table_names != 2 || (file->ha_table_flags() & HA_FILE_BASED)),sql/handler.cc:2484,sql/handler.cc:2485,373,sql/handler.cc:2487
lower_case_table_names,if (lower_case_table_names == 2) ,sql/item_func.cc:8438,sql/item_func.cc:8439,374,
lower_case_table_names,"if (lower_case_table_names == 1 ||
      (lower_case_table_names == 2 && !alias_name_used())) ",sql/item.cc:2845,/sql/item.cc:2847,375,
